AU,723978068,deceased
AU,820005923,fax
AU,282595910,fault
AU,312674334,fax
AU,277658488,fault
AU,723684140,deceased
AU,745494209,deceased
AU,342471103,fax
AU,734735764,deceased
AU,898683530,fax
AU,720272306,deceased
AU,265827172,fault
AU,219013164,fault
AU,734072508,deceased
AU,738314338,deceased
AU,353283048,fax
AU,819457958,fax
AU,816049504,fax
AU,216567337,fault
AU,291491617,fault
AU,313993414,fax
AU,777018245,deceased
AU,242342312,fault
AU,743676457,deceased
AU,398811651,fax
AU,777153160,deceased
AU,370358426,fax
AU,225546450,fault
AU,329552487,fax
AU,874339176,fax
AU,310381795,fax
AU,367033034,fax
AU,226495378,fault
AU,389162657,fax
AU,225108012,fault
AU,397199151,fax
AU,842521660,fax
AU,745031454,deceased
AU,270496325,fault
AU,710667874,deceased
AU,388949917,fax
AU,817361821,fax
AU,730083265,deceased
AU,876658243,fax
AU,870321701,fax
AU,787422124,deceased
AU,896376823,fax
AU,319489390,fax
AU,218203018,fault
AU,255161260,fault
AU,231621001,fault
AU,726669736,deceased
AU,226739084,fault
AU,769456571,deceased
AU,334363877,fax
AU,782009525,deceased
AU,727086135,deceased
AU,378516598,fax
AU,814174404,fax
AU,762281876,deceased
AU,725662629,deceased
AU,283277038,fault
AU,866737227,fax
AU,769411086,deceased
AU,254348039,fault
AU,750875458,deceased
AU,751476674,deceased
AU,733835970,deceased
AU,295588927,fault
AU,790504600,deceased
AU,285431156,fault
AU,315225744,fax
AU,357043455,fax
AU,341928111,fax
AU,351374309,fax
AU,715065945,deceased
AU,829161552,fax
AU,361075569,fax
AU,328461832,fax
AU,811695566,fax
AU,257329664,fault
AU,835203316,fax
AU,785145587,deceased
AU,714038851,deceased
AU,752732690,deceased
AU,286526573,fault
AU,233547967,fault
AU,846277492,fax
AU,881282958,fax
AU,730406854,deceased
AU,785444397,deceased
AU,237128414,fault
AU,240131526,fault
AU,739845790,deceased
AU,833514640,fax
AU,822349055,fax
AU,767796374,deceased
AU,821164545,fax
AU,396612816,fax
AU,885165789,fax
AU,819416887,fax
AU,759989559,deceased
AU,338329721,fax
AU,258659797,fault
AU,759436371,deceased
AU,846301258,fax
AU,325126496,fax
AU,774357587,deceased
AU,226167633,fault
AU,735415010,deceased
AU,733084955,deceased
AU,335875285,fax
AU,353821309,fax
AU,282435704,fault
AU,349694740,fax
AU,363035016,fax
AU,316633621,fax
AU,345199093,fax
AU,222499352,fault
AU,756642748,deceased
AU,314065151,fax
AU,752848622,deceased
AU,235154234,fault
AU,837626078,fax
AU,742071847,deceased
AU,378594038,fax
AU,830687412,fax
AU,310214149,fax
AU,846862376,fax
AU,292576113,fault
AU,389554442,fax
AU,216113383,fault
AU,283852209,fault
AU,280631920,fault
AU,241457362,fault
AU,267286345,fault
AU,322769694,fax
AU,376374728,fax
AU,361749886,fax
AU,346902619,fax
AU,850194565,fax
AU,829821187,fax
AU,348507012,fax
AU,874284395,fax
AU,855718576,fax
AU,826655670,fax
AU,721065068,deceased
AU,317605084,fax
AU,384635603,fax
AU,390003166,fax
AU,740436022,deceased
AU,817433904,fax
AU,282428378,fault
AU,289958410,fault
AU,752692994,deceased
AU,279409004,fault
AU,393701078,fax
AU,373256300,fax
AU,310195987,fax
AU,882737310,fax
AU,345591655,fax
AU,840633081,fax
AU,352917761,fax
AU,811709783,fax
AU,287579204,fault
AU,882388114,fax
AU,278958242,fault
AU,732542422,deceased
AU,724784539,deceased
AU,715186357,deceased
AU,231424600,fault
AU,280417400,fault
AU,310108450,fax
AU,867661555,fax
AU,231082355,fault
AU,742001515,deceased
AU,350862258,fax
AU,219274205,fault
AU,337785705,fax
AU,870484643,fax
AU,738475645,deceased
AU,275182338,fault
AU,314944464,fax
AU,252935073,fault
AU,340519686,fax
AU,260727269,fault
AU,385227664,fax
AU,312327010,fax
AU,759624851,deceased
AU,721975495,deceased
AU,262789713,fault
AU,214073155,fault
AU,238094472,fault
AU,797691167,deceased
AU,234516316,fault
AU,868785951,fax
AU,262494456,fault
AU,232963724,fault
AU,297151448,fault
AU,884658681,fax
AU,733605980,deceased
AU,826106123,fax
AU,817736202,fax
AU,843586530,fax
AU,765882833,deceased
AU,892645627,fax
AU,762752403,deceased
AU,256181863,fault
AU,345619264,fax
AU,732556864,deceased
AU,727979493,deceased
AU,856984425,fax
AU,227232709,fault
AU,273778976,fault
AU,291646216,fault
AU,873581411,fax
AU,820473436,fax
AU,225666636,fault
AU,830564527,fax
AU,390338479,fax
AU,878166653,fax
AU,282252129,fault
AU,881883414,fax
AU,378527366,fax
AU,850004709,fax
AU,282881262,fault
AU,211357922,fault
AU,858197522,fax
AU,260175588,fault
AU,747258835,deceased
AU,292757762,fault
AU,720771337,deceased
AU,722608180,deceased
AU,278604569,fault
AU,838545799,fax
AU,348091785,fax
AU,251506869,fault
AU,740405216,deceased
AU,719387506,deceased
AU,298713558,fault
AU,793635459,deceased
AU,241472828,fault
AU,276641541,fault
AU,364411500,fax
AU,249544900,fault
